SURVEY_INFO,esdate,ward,respid,gender,age,hhsize,educ,religion,EBOLA_AWARENESS,ehowget,esignsymptom,eincubation,spreadair,spreadfluids,spreadearly,saltcure,HEALTH,hhmemsick,hhmemsickcare,hhmemsicknocareebola,hhmemsickcarewhere,EBOLA_VIGILANCE,corganizedae,csafeburial,bucket,handsanitizer,ECONOMIC_FOOD_IMPACTS,income7d,income7dunit,income7dnormal,income7dnormalunit,occupation
,1/8/15 11:34,Z1600-Caldwell,2047118,2-Female,54,9,2-Completed ABC,1-Christian,,97-Dont know,97-Does not know,3,Y,Y,Y,N,,N,,,,,1-Agree,97-Do not know,0-No,1-Yes,,200,1-LD,500,1-LD,5-Unskilled manual
,12/10/14 14:38,Z1600-Caldwell,2047161,2-Female,31,8,0-None,2-Muslim,,3-Bodily fluids of infected pe;6-Contact with infected surfac;7-Mother breastfeeding her chi,1-Vomiting;3-Diarrhea;4-Headache;6-Sore throat;9-Rash;10-Red eyes;16-Weight loss,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,2000,1-LD,4500,1-LD,3-Sales and services
,12/10/14 16:09,Z1600-Caldwell,2047152,1-Male,41,8,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes,21,N,Y,Y,N,,N,,,,,0-Disagree,1-Agree,0-No,0-No,,200,1-LD,2000,1-LD,3-Sales and services
,12/10/14 15:45,Z1600-Caldwell,2047132,2-Female,24,11,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;4-Headache;7-Weakness;10-Red eyes,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,0,1-LD,500,1-LD,88-Other
,12/11/14 14:41,Z1600-Caldwell,2047117,2-Female,23,11,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness;10-Red eyes;12-Bleeding,2,N,Y,N,N,,Y,N,Y,,,97-Do not know,97-Do not know,1-Yes,0-No,,30,2-USD,100,2-USD,2-Clerical
,12/11/14 8:44,Z1600-Caldwell,2047133,1-Male,45,7,7-Some university,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;10-Red eyes,21,N,Y,N,N,,,,,,,0-Disagree,1-Agree,1-Yes,0-No,,,,,,
,12/10/14 14:37,Z1600-Caldwell,2047151,2-Female,23,8,5-Some high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes;11-Hiccups,5,N,Y,Y,N,,Y,Y,,1-Clinic,,1-Agree,1-Agree,1-Yes,1-Yes,,800,1-LD,2500,1-LD,3-Sales and services
,12/11/14 10:35,Z1600-Caldwell,2047114,2-Female,44,8,3-Some junior high,1-Christian,,97-Dont know,1-Vomiting;2-Fever;3-Diarrhea;4-Headache,2,Y,Y,Y,N,,Y,N,Y,,,97-Do not know,97-Do not know,0-No,0-No,,700,1-LD,4000,1-LD,88-Other
,12/10/14 16:05,Z1600-Caldwell,2047192,2-Female,41,6,5-Some high school,1-Christian,,1-Preparing or eating bush mea;4-Man woman business;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;9-Rash;10-Red eyes,3,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,200,1-LD,500,1-LD,3-Sales and services
,12/10/14 16:00,Z1600-Caldwell,2047162,1-Male,30,5,3-Some junior high,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;9-Rash;12-Bleeding,21,Y,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,10,2-USD,30,2-USD,4-Skilled manual
,12/10/14 14:32,Z1600-Caldwell,2047191,1-Male,61,20,0-None,2-Muslim,,3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac;88-Other,1-Vomiting;3-Diarrhea;6-Sore throat;9-Rash;10-Red eyes,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,0-No,1-Yes,,0,1-LD,100,2-USD,1-Professional
,12/10/14 14:32,Z1600-Caldwell,2047111,2-Female,20,3,3-Some junior high,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;10-Red eyes,3,N,Y,Y,N,,Y,N,,,,1-Agree,1-Agree,0-No,0-No,,500,1-LD,3000,1-LD,88-Other
,12/10/14 14:36,Z1600-Caldwell,2047131,1-Male,37,2,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;4-Headache;9-Rash;10-Red eyes,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,1500,1-LD,2400,1-LD,4-Skilled manual
,12/11/14 15:29,Z1600-Caldwell,2047137,1-Male,63,9,5-Some high school,1-Christian,,97-Dont know,97-Does not know,21,Y,Y,N,Y,,N,,,,,0-Disagree,0-Disagree,0-No,0-No,,0,88-N/A,0,88-N/A,88-Other
,12/11/14 14:42,Z1600-Caldwell,2047136,1-Male,34,3,7-Some university,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;10-Red eyes,10,N,Y,N,N,,N,,,,,0-Disagree,1-Agree,0-No,0-No,,0,88-N/A,0,88-N/A,4-Skilled manual
,12/11/14 9:33,Z1600-Caldwell,2047113,1-Male,65,4,0-None,2-Muslim,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;10-Red eyes,3,N,N,N,N,,Y,N,Y,,,1-Agree,1-Agree,0-No,0-No,,500,1-LD,4500,1-LD,4-Skilled manual
,12/10/14 11:21,Z1600-Caldwell,2048163,1-Male,52,6,5-Some high school,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache,7,N,Y,Y,N,,N,,,,,1-Agree,97-Do not know,1-Yes,0-No,,1500,1-LD,2800,1-LD,5-Unskilled manual
,12/9/14 15:54,Z1600-Caldwell,2048151,2-Female,29,3,6-Completed high school,2-Muslim,,,,,,,,,,N,,,,,1-Agree,1-Agree,0-No,0-No,,50,1-LD,1500,1-LD,3-Sales and services
,12/10/14 11:25,Z1600-Caldwell,2048193,2-Female,35,6,5-Some high school,1-Christian,,2-Eating fruit bitten by bats;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;8-Stomach pain;10-Red eyes,21,Y,Y,,,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,300,1-LD,1500,1-LD,3-Sales and services
,12/9/14 15:49,Z1600-Caldwell,2048111,2-Female,36,7,2-Completed ABC,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea,1,Y,Y,Y,N,,Y,N,,,,1-Agree,97-Do not know,0-No,0-No,,1500,1-LD,3000,1-LD,88-Other
,12/10/14 11:26,Z1600-Caldwell,2048153,1-Male,25,3,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;7-Mother breastfeeding her chi,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes;11-Hiccups;12-Bleeding;13-Fatigue,9,N,Y,Y,,,N,,,,,1-Agree,1-Agree,0-No,0-No,,500,1-LD,50,2-USD,4-Skilled manual
,12/10/14 11:23,Z1600-Caldwell,2048133,1-Male,51,4,3-Some junior high,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,2-Fever;4-Headache;10-Red eyes,2,Y,Y,Y,Y,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,0,88-N/A,4000,1-LD,88-Other
,12/10/14 9:49,Z1600-Caldwell,2048132,2-Female,39,6,3-Some junior high,1-Christian,,1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;4-Headache;8-Stomach pain;10-Red eyes;18-Cough,3,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,0,1-LD,800,1-LD,0-None
,12/10/14 9:42,Z1600-Caldwell,2048162,1-Male,61,12,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;4-Headache;10-Red eyes,21,N,Y,Y,N,,N,,,,,1-Agree,97-Do not know,1-Yes,0-No,,550,1-LD,2000,1-LD,3-Sales and services
,12/10/14 12:37,Z1600-Caldwell,2048134,2-Female,24,6,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;88-Other,1-Vomiting;2-Fever;8-Stomach pain;9-Rash;10-Red eyes,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,0-No,0-No,,0,88-N/A,300,1-LD,4-Skilled manual
,12/9/14 15:53,Z1600-Caldwell,2048131,1-Male,37,6,2-Completed ABC,1-Christian,,1-Preparing or eating bush mea;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;10-Red eyes,3,N,Y,Y,N,,N,,,,,0-Disagree,0-Disagree,1-Yes,0-No,,70,1-LD,65,2-USD,4-Skilled manual
,12/10/14 12:54,Z1600-Caldwell,2048114,2-Female,47,13,5-Some high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;88-Other,1-Vomiting;2-Fever;4-Headache;8-Stomach pain,7,N,Y,N,N,,Y,N,,,,1-Agree,1-Agree,0-No,0-No,,500,1-LD,5000,1-LD,88-Other
,12/10/14 12:49,Z1600-Caldwell,2048154,1-Male,51,5,8-Completed university,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac;7-Mother breastfeeding her chi,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes;11-Hiccups;12-Bleeding;13-Fatigue;14-Bruising;15-Chills;16-Weight loss;17-Chest pain;18-Cough,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,0-No,1-Yes,,200,2-USD,500,2-USD,1-Professional
,12/10/14 10:16,Z1600-Caldwell,2048192,1-Male,50,6,8-Completed university,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;5-Touching dead bodies;6-Contact with infected surfac,7-Weakness;10-Red eyes,21,N,Y,Y,N,,Y,Y,,2-Hospital,,1-Agree,1-Agree,1-Yes,0-No,,100,1-LD,150,1-LD,1-Professional
,12/9/14 15:53,Z1600-Caldwell,2048161,2-Female,41,6,2-Completed ABC,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;10-Red eyes,2,N,Y,Y,N,,Y,Y,,1-Clinic,,1-Agree,1-Agree,1-Yes,0-No,,1200,1-LD,6000,1-LD,3-Sales and services
,12/10/14 9:46,Z1600-Caldwell,2048152,2-Female,46,4,0-None,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business,1-Vomiting;2-Fever;4-Headache;5-Joint and muscle pain;7-Weakness,0,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,0-No,0-No,,100,1-LD,1500,1-LD,5-Unskilled manual
,12/9/14 15:52,Z1600-Caldwell,2048191,1-Male,27,6,7-Some university,2-Muslim,,1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness,5,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,88-N/A,1500,1-LD,4-Skilled manual
,12/10/14 12:52,Z1600-Caldwell,2048164,1-Male,49,8,2-Completed ABC,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness;10-Red eyes;18-Cough,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,1000,1-LD,2500,1-LD,4-Skilled manual
,12/10/14 11:20,Z1600-Caldwell,2048113,2-Female,40,12,1-Some ABC,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea,0,Y,N,N,N,,Y,N,,,,1-Agree,1-Agree,0-No,0-No,,1000,1-LD,3500,1-LD,88-Other
,12/10/14 12:34,Z1600-Caldwell,2048194,2-Female,38,10,3-Some junior high,1-Christian,,97-Dont know,1-Vomiting;3-Diarrhea,0,N,N,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,1-LD,300,1-LD,3-Sales and services
,12/10/14 9:40,Z1600-Caldwell,2048112,1-Male,33,3,3-Some junior high,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;9-Rash;10-Red eyes;88-Other,21,Y,Y,Y,Y,,Y,N,,,,0-Disagree,1-Agree,0-No,0-No,,1500,1-LD,75,2-USD,4-Skilled manual
,12/7/14 14:04,Z200-Logan Town,2049125,2-Female,25,10,7-Some university,1-Christian,,4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;4-Headache;10-Red eyes;11-Hiccups,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,1000,1-LD,3000,1-LD,4-Skilled manual
,12/7/14 12:26,Z200-Logan Town,2049123,1-Male,25,1,7-Some university,1-Christian,,1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;3-Diarrhea;4-Headache;12-Bleeding;88-Other,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,80,2-USD,250,2-USD,4-Skilled manual
,12/7/14 11:38,Z200-Logan Town,2049122,1-Male,54,10,7-Some university,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;88-Other,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;12-Bleeding;88-Other,4,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,0,88-N/A,0,88-N/A,1-Professional
,12/7/14 16:03,Z200-Logan Town,2049127,2-Female,50,20,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;88-Other,1-Vomiting;2-Fever;3-Diarrhea;7-Weakness;9-Rash;10-Red eyes;18-Cough;88-Other,21,N,Y,Y,N,,N,,,,,1-Agree,97-Do not know,0-No,1-Yes,,0,88-N/A,500,1-LD,5-Unskilled manual
,12/7/14 15:20,Z200-Logan Town,2049126,2-Female,49,12,5-Some high school,1-Christian,,2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;88-Other,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness,5,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,0,88-N/A,45,2-USD,4-Skilled manual
,12/7/14 15:18,Z200-Logan Town,2049106,2-Female,28,4,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;4-Headache;10-Red eyes,21,Y,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,500,1-LD,1000,1-LD,3-Sales and services
,12/7/14 13:16,Z200-Logan Town,2049124,1-Male,39,3,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;4-Headache;8-Stomach pain;88-Other,3,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,88-N/A,80,2-USD,4-Skilled manual
,12/7/14 13:58,Z200-Logan Town,2049105,2-Female,52,15,7-Some university,2-Muslim,,88-Other,1-Vomiting;2-Fever;3-Diarrhea;4-Headache,0,N,Y,Y,N,,Y,Y,,1-Clinic,,1-Agree,97-Do not know,1-Yes,1-Yes,,500,1-LD,3000,1-LD,1-Professional
,12/7/14 13:55,Z200-Logan Town,20491412,1-Male,39,5,5-Some high school,1-Christian,,1-Preparing or eating bush mea;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;4-Headache;10-Red eyes,21,N,N,Y,N,,N,,,,,0-Disagree,1-Agree,1-Yes,0-No,,600,1-LD,15,2-USD,4-Skilled manual
,12/7/14 16:46,Z200-Logan Town,2049128,2-Female,33,4,3-Some junior high,2-Muslim,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;88-Other,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;10-Red eyes,3,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,800,1-LD,8000,1-LD,5-Unskilled manual
,12/7/14 15:14,Z200-Logan Town,20491413,2-Female,19,6,5-Some high school,1-Christian,,2-Eating fruit bitten by bats;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;4-Headache;7-Weakness;12-Bleeding,14,N,N,Y,Y,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,1-LD,3000,1-LD,4-Skilled manual
,12/7/14 16:21,Z200-Logan Town,2049107,1-Male,56,12,8-Completed university,1-Christian,,1-Preparing or eating bush mea;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;10-Red eyes,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,50,2-USD,100,2-USD,4-Skilled manual
,12/7/14 16:40,Z200-Logan Town,20491414,1-Male,72,10,3-Some junior high,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;6-Sore throat;10-Red eyes;12-Bleeding,21,N,Y,Y,Y,,Y,Y,,1-Clinic,,1-Agree,1-Agree,1-Yes,1-Yes,,0,1-LD,0,1-LD,5-Unskilled manual
,12/7/14 10:41,Z200-Logan Town,2049101,1-Male,34,6,7-Some university,2-Muslim,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;88-Other,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;6-Sore throat;7-Weakness;10-Red eyes,21,N,Y,N,N,,Y,Y,,1-Clinic,,1-Agree,1-Agree,1-Yes,1-Yes,,300,1-LD,2000,1-LD,0-None
,12/7/14 12:25,Z200-Logan Town,2049103,2-Female,48,8,0-None,2-Muslim,,97-Dont know,97-Does not know,0,N,N,N,N,,N,,,,,97-Do not know,1-Agree,0-No,0-No,,0,1-LD,140,2-USD,3-Sales and services
,12/7/14 10:44,Z200-Logan Town,20491410,1-Male,45,8,7-Some university,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;6-Sore throat;10-Red eyes,21,N,Y,N,N,,N,,,,,0-Disagree,1-Agree,1-Yes,1-Yes,,0,1-LD,0,1-LD,1-Professional
,12/7/14 11:36,Z200-Logan Town,2049102,1-Male,33,7,6-Completed high school,2-Muslim,,5-Touching dead bodies;6-Contact with infected surfac;88-Other,1-Vomiting;3-Diarrhea;7-Weakness,7,N,Y,Y,Y,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,2000,1-LD,5000,1-LD,4-Skilled manual
,12/7/14 10:52,Z200-Logan Town,2049121,2-Female,51,8,2-Completed ABC,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;88-Other,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness,30,Y,Y,Y,N,,N,,,,,97-Do not know,1-Agree,1-Yes,1-Yes,,0,88-N/A,4000,1-LD,5-Unskilled manual
,12/7/14 13:14,Z200-Logan Town,2049104,2-Female,24,10,6-Completed high school,1-Christian,,97-Dont know,1-Vomiting;7-Weakness,0,N,Y,N,N,,N,,,,,0-Disagree,1-Agree,1-Yes,1-Yes,,400,1-LD,0,1-LD,3-Sales and services
,12/7/14 12:36,Z200-Logan Town,20491411,2-Female,22,13,5-Some high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;10-Red eyes,21,Y,Y,N,N,,N,,,,,,,,,,,,,,
,12/8/14 13:03,Z200-Logan Town,2050195,1-Male,56,10,5-Some high school,1-Christian,,97-Dont know,1-Vomiting;2-Fever;3-Diarrhea;9-Rash;10-Red eyes,0,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,0,88-N/A,0,88-N/A,1-Professional
,12/8/14 9:14,Z200-Logan Town,2050152,2-Female,34,10,5-Some high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;10-Red eyes;11-Hiccups,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,100,1-LD,3000,1-LD,4-Skilled manual
,12/7/14 17:00,Z200-Logan Town,2050112,2-Female,37,8,1-Some ABC,1-Christian,,1-Preparing or eating bush mea;4-Man woman business;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;10-Red eyes,7,Y,Y,Y,N,,Y,N,,,,97-Do not know,97-Do not know,1-Yes,0-No,,0,1-LD,1400,1-LD,88-Other
,12/8/14 11:22,Z200-Logan Town,2050115,2-Female,33,5,2-Completed ABC,1-Christian,,97-Dont know,1-Vomiting;2-Fever;3-Diarrhea;12-Bleeding;18-Cough,3,N,Y,Y,N,,Y,N,,,,1-Agree,1-Agree,1-Yes,0-No,,1500,1-LD,3000,1-LD,88-Other
,12/8/14 9:37,Z200-Logan Town,2050114,2-Female,51,16,1-Some ABC,1-Christian,,97-Dont know,97-Does not know,0,Y,N,Y,N,,Y,Y,,2-Hospital,,97-Do not know,1-Agree,1-Yes,0-No,,500,1-LD,1600,1-LD,88-Other
,12/7/14 17:04,Z200-Logan Town,2050192,1-Male,49,10,0-None,1-Christian,,2-Eating fruit bitten by bats;5-Touching dead bodies;7-Mother breastfeeding her chi,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain,5,N,Y,N,N,,N,,,,,0-Disagree,1-Agree,1-Yes,0-No,,0,88-N/A,300,1-LD,4-Skilled manual
,12/7/14 16:27,Z200-Logan Town,2050151,2-Female,30,2,7-Some university,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;4-Headache;5-Joint and muscle pain;8-Stomach pain;10-Red eyes;12-Bleeding,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,1000,1-LD,50,2-USD,4-Skilled manual
,12/8/14 8:46,Z200-Logan Town,2050113,1-Male,21,41,2-Completed ABC,2-Muslim,,3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea,0,N,Y,Y,N,,Y,N,,,,1-Agree,1-Agree,0-No,0-No,,150,1-LD,1500,1-LD,4-Skilled manual
,12/8/14 14:40,Z200-Logan Town,2050118,2-Female,39,15,3-Some junior high,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea,21,Y,Y,N,N,,Y,N,,,,1-Agree,1-Agree,1-Yes,1-Yes,,500,1-LD,7000,1-LD,88-Other
,12/8/14 12:58,Z200-Logan Town,2050116,1-Male,51,13,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;10-Red eyes,21,N,Y,N,N,,Y,Y,,1-Clinic,,0-Disagree,1-Agree,1-Yes,0-No,,0,1-LD,3000,1-LD,4-Skilled manual
,12/8/14 10:42,Z200-Logan Town,2050194,1-Male,54,11,7-Some university,1-Christian,,1-Preparing or eating bush mea;4-Man woman business;6-Contact with infected surfac,97-Does not know,0,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,88-N/A,0,88-N/A,0-None
,12/7/14 16:21,Z200-Logan Town,2050191,1-Male,55,4,88-Other,1-Christian,,2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;7-Mother breastfeeding her chi;88-Other,97-Does not know,21,N,Y,N,N,,N,,,,,0-Disagree,1-Agree,1-Yes,1-Yes,,0,88-N/A,200,1-LD,4-Skilled manual
,12/8/14 13:04,Z200-Logan Town,2050154,2-Female,29,4,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;4-Headache;5-Joint and muscle pain;6-Sore throat;9-Rash,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,1000,1-LD,50,2-USD,4-Skilled manual
,12/8/14 14:22,Z200-Logan Town,2050155,1-Male,26,1,7-Some university,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes;12-Bleeding,10,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,1-LD,2000,1-LD,4-Skilled manual
,12/8/14 14:39,Z200-Logan Town,2050197,2-Female,25,5,4-Completed junior high,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;6-Sore throat;11-Hiccups,1,Y,Y,Y,N,,Y,Y,,1-Clinic,,97-Do not know,0-Disagree,1-Yes,0-No,,0,88-N/A,1000,1-LD,3-Sales and services
,12/8/14 13:55,Z200-Logan Town,2050117,2-Female,49,9,2-Completed ABC,1-Christian,,97-Dont know,97-Does not know,0,Y,Y,Y,Y,,Y,N,,,,1-Agree,1-Agree,1-Yes,0-No,,1000,1-LD,3000,1-LD,88-Other
