Country,Admin1_Name,Admin1_PCODE,Admin2_Name,Admin2_PCODE,City/Locations,Acronym,Organisation,Type,Sectors,Activity / Project,Status Activities,Comments,,
Liberia,Montserrado,LBR11,Greater Monrovia,LBR1102,,MSF-BE,Medecins sans Frontieres Belgique,International NGO,ETC + Triage,,,,,
Liberia,Montserrado,LBR11,Greater Monrovia,LBR1102,,MSF-BE,Medecins sans Frontieres Belgique,International NGO,Case Management,,,,,
Liberia,Montserrado,LBR11,Greater Monrovia,LBR1102,,MSF-BE,Medecins sans Frontieres Belgique,International NGO,Dead body management,,,,,
Liberia,Montserrado,LBR11,Greater Monrovia,LBR1102,,MSF-BE,Medecins sans Frontieres Belgique,International NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,Montserrado,LBR11,Greater Monrovia,LBR1102,,MSF-BE,Medecins sans Frontieres Belgique,International NGO,Surveillance/Contact Tracing,,,,,
Liberia,Montserrado,LBR11,Greater Monrovia,LBR1102,,MSF-BE,Medecins sans Frontieres Belgique,International NGO,Kit distribution,,,,,
Liberia,Montserrado,LBR11,Greater Monrovia,LBR1102,,MSF-FR,Medecins sans Frontieres France,International NGO,Other,,,,,
Liberia,Montserrado,LBR11,Greater Monrovia,LBR1102,,WFP,World Food Programme,UN Agency,Air transportation,,,,,
Liberia,Montserrado,LBR11,Greater Monrovia,LBR1102,,WFP,World Food Programme,UN Agency,Logistics,,,,,
Liberia,Montserrado,LBR11,Greater Monrovia,LBR1102,,ZOA,ZOA International,International NGO,Agricultural inputs,,,,,
Liberia,Montserrado,LBR11,Greater Monrovia,LBR1102,,ZOA,ZOA International,International NGO,Training,,,,,
Liberia,Sinoe,LBR15,Jeadepo,#N/A,,CAI,Concern Aid international,International NGO,Training,,,,,
Liberia,Sinoe,LBR15,Jeadepo,#N/A,,CAI,Concern Aid international,International NGO,Cash,,,,,
Liberia,Bong,LBR02,Jorquelleh,LBR0202,,ZOA,ZOA International,International NGO,Training,,,,,
Liberia,Bong,LBR02,Jorquelleh,LBR0202,,ZOA,ZOA International,International NGO,Agricultural inputs,,,,,
Liberia,Bong,LBR02,Jorquelleh,LBR0202,,ZOA,ZOA International,International NGO,Cash,,,,,
Liberia,Margibi,LBR09,Kakata,LBR0903,,Living Water International,Living Water International,International Organization,Social Mobilisation,,,,,
Liberia,Margibi,LBR09,Kakata,LBR0903,,ZOA,ZOA International,International NGO,Training,,,,,
Liberia,Margibi,LBR09,Kakata,LBR0903,,ZOA,ZOA International,International NGO,Agricultural inputs,,,,,
Liberia,Margibi,LBR09,Kakata,LBR0903,,ZOA,ZOA International,International NGO,Cash,,,,,
Liberia,Bomi,LBR01,Klay,LBR0101,,ZOA,ZOA International,International NGO,Training,,,,,
Liberia,Bomi,LBR01,Klay,LBR0101,,ZOA,ZOA International,International NGO,Agricultural inputs,,,,,
Liberia,Bomi,LBR01,Klay,LBR0101,,ZOA,ZOA International,International NGO,Cash,,,,,
Liberia,Lofa,LBR08,Kolahun,LBR0802,,PLAN,PLAN,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Lofa,LBR08,Salayea,LBR0803,,Irish Aid,Ireland Government,Donors,Surveillance/Contact Tracing,,,,,
Liberia,Nimba,LBR12,Sanniquellie Mahn,#N/A,,CRS,Catholic Relief Services,International NGO,Logistics,,,,,
Liberia,Nimba,LBR12,Sanniquellie Mahn,#N/A,,WFP,World Food Programme,UN Agency,Logistics,,,,,
Liberia,Nimba,LBR12,Tappita,LBR1204,,HHI,Heart to Heart International,International NGO,Case Management,,,,,
Liberia,Grand Gedeh,LBR06,Tchien,LBR0603,,WFP,World Food Programme,UN Agency,Air transportation,,,,,
Liberia,Grand Gedeh,LBR06,Tchien,LBR0603,,WFP,World Food Programme,UN Agency,Logistics,,,,,
Liberia,Montserrado,LBR11,Todee,LBR1104,,Irish Aid,Ireland Government,Donors,Surveillance/Contact Tracing,,,,,
Liberia,Montserrado,LBR11,Todee,LBR1104,,ZOA,ZOA International,International NGO,Training,,,,,
Liberia,Montserrado,LBR11,Todee,LBR1104,,ZOA,ZOA International,International NGO,Agricultural inputs,,,,,
Liberia,Montserrado,LBR11,Todee,LBR1104,,ZOA,ZOA International,International NGO,Cash,,,,,
Liberia,Lofa,LBR08,Vahun,LBR0804,,PLAN,PLAN,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Lofa,LBR08,Voinjama,LBR0805,,MSF-CH,Medecins sans Frontieres Switzerland,International NGO,Case Management,,,,,
Liberia,Lofa,LBR08,Voinjama,LBR0805,,MSF-CH,Medecins sans Frontieres Switzerland,International NGO,Triage,,,,,
Liberia,Lofa,LBR08,Voinjama,LBR0805,,PLAN,PLAN,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Lofa,LBR08,Voinjama,LBR0805,,WFP,World Food Programme,UN Agency,Air transportation,,,,,
Liberia,Lofa,LBR08,Voinjama,LBR0805,,WFP,World Food Programme,UN Agency,Logistics,,,,,
Liberia,Lofa,LBR08,Zorzor,LBR0806,,Irish Aid,Ireland Government,Donors,Case Management,,,,,
Liberia,Lofa,LBR08,Zorzor,LBR0806,,Irish Aid,Ireland Government,Donors,Surveillance/Contact Tracing,,,,,
Liberia,Lofa,LBR08,Zorzor,LBR0806,,LIPO,Liberia Protection Organization ,National Organization,Social Mobilisation,,,,,
Liberia,Lofa,LBR08,Zorzor,LBR0806,,PLAN,PLAN,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Montserrado,LBR11,,#N/A,,ACDI/VOCA,ACDI/VOCA,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Montserrado,LBR11,,#N/A,,ACF,Action Against Hunger,International Organization,Case Management,,,,,
Liberia,Montserrado,LBR11,,#N/A,,ACF,Action Against Hunger,International Organization,Surveillance/Contact Tracing,,,,,
Liberia,Montserrado,LBR11,,#N/A,,ACF,Action Against Hunger,International Organization,Coordination,,,,,
Liberia,Montserrado,LBR11,,#N/A,,ACF,Action Against Hunger,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Bomi,LBR01,,#N/A,,ACF,Action Against Hunger,International Organization,Social Mobilisation,,,,,
Liberia,Bong,LBR02,,#N/A,,ACF,Action Against Hunger,International Organization,Social Mobilisation,,,,,
Liberia,Gbarpolu,LBR03,,#N/A,,ACF,Action Against Hunger,International Organization,Social Mobilisation,,,,,
Liberia,Grand Bassa,LBR04,,#N/A,,ACF,Action Against Hunger,International Organization,Social Mobilisation,,,,,
Liberia,Grand Cape Mount,LBR05,,#N/A,,ACF,Action Against Hunger,International Organization,Social Mobilisation,,,,,
Liberia,Grand Gedeh,LBR06,,#N/A,,ACF,Action Against Hunger,International Organization,Social Mobilisation,,,,,
Liberia,Grand Kru,LBR07,,#N/A,,ACF,Action Against Hunger,International Organization,Social Mobilisation,,,,,
Liberia,Lofa,LBR08,,#N/A,,ACF,Action Against Hunger,International Organization,Social Mobilisation,,,,,
Liberia,Margibi,LBR09,,#N/A,,ACF,Action Against Hunger,International Organization,Social Mobilisation,,,,,
Liberia,Maryland,LBR10,,#N/A,,ACF,Action Against Hunger,International Organization,Social Mobilisation,,,,,
Liberia,Montserrado,LBR11,,#N/A,,ACF,Action Against Hunger,International Organization,Social Mobilisation,,,,,
Liberia,Nimba,LBR12,,#N/A,,ACF,Action Against Hunger,International Organization,Social Mobilisation,,,,,
Liberia,River Ghee,LBR13,,#N/A,,ACF,Action Against Hunger,International Organization,Social Mobilisation,,,,,
Liberia,Rivercess,LBR14,,#N/A,,ACF,Action Against Hunger,International Organization,Social Mobilisation,,,,,
Liberia,Sinoe,LBR15,,#N/A,,ACF,Action Against Hunger,International Organization,Social Mobilisation,,,,,
Liberia,Bomi,LBR01,,#N/A,,ACF,Action Against Hunger,International Organization,WASH in communities,,,,,
Liberia,Bong,LBR02,,#N/A,,ACF,Action Against Hunger,International Organization,WASH in communities,,,,,
Liberia,Gbarpolu,LBR03,,#N/A,,ACF,Action Against Hunger,International Organization,WASH in communities,,,,,
Liberia,Grand Bassa,LBR04,,#N/A,,ACF,Action Against Hunger,International Organization,WASH in communities,,,,,
Liberia,Grand Cape Mount,LBR05,,#N/A,,ACF,Action Against Hunger,International Organization,WASH in communities,,,,,
Liberia,Grand Gedeh,LBR06,,#N/A,,ACF,Action Against Hunger,International Organization,WASH in communities,,,,,
Liberia,Grand Kru,LBR07,,#N/A,,ACF,Action Against Hunger,International Organization,WASH in communities,,,,,
Liberia,Lofa,LBR08,,#N/A,,ACF,Action Against Hunger,International Organization,WASH in communities,,,,,
Liberia,Margibi,LBR09,,#N/A,,ACF,Action Against Hunger,International Organization,WASH in communities,,,,,
Liberia,Maryland,LBR10,,#N/A,,ACF,Action Against Hunger,International Organization,WASH in communities,,,,,
Liberia,Montserrado,LBR11,,#N/A,,ACF,Action Against Hunger,International Organization,WASH in communities,,,,,
Liberia,Nimba,LBR12,,#N/A,,ACF,Action Against Hunger,International Organization,WASH in communities,,,,,
Liberia,River Ghee,LBR13,,#N/A,,ACF,Action Against Hunger,International Organization,WASH in communities,,,,,
Liberia,Rivercess,LBR14,,#N/A,,ACF,Action Against Hunger,International Organization,WASH in communities,,,,,
Liberia,Sinoe,LBR15,,#N/A,,ACF,Action Against Hunger,International Organization,WASH in communities,,,,,
Liberia,Bomi,LBR01,,#N/A,,ActionAid Liberia,ActionAid Liberia,International NGO,Case Management,,,,,
Liberia,Bomi,LBR01,,#N/A,,ActionAid Liberia,ActionAid Liberia,International NGO,Coordination,,,,,
Liberia,Bomi,LBR01,,#N/A,,ActionAid Liberia,ActionAid Liberia,International NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,Gbarpolu,LBR03,,#N/A,,ActionAid Liberia,ActionAid Liberia,International NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,Grand Gedeh,LBR06,,#N/A,,ActionAid Liberia,ActionAid Liberia,International NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,Margibi,LBR09,,#N/A,,ActionAid Liberia,ActionAid Liberia,International NGO,Case Management,,,,,
Liberia,Margibi,LBR09,,#N/A,,ActionAid Liberia,ActionAid Liberia,International NGO,Coordination,,,,,
Liberia,Margibi,LBR09,,#N/A,,ActionAid Liberia,ActionAid Liberia,International NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,Montserrado,LBR11,,#N/A,,ActionAid Liberia,ActionAid Liberia,International NGO,Case Management,,,,,
Liberia,Montserrado,LBR11,,#N/A,,ActionAid Liberia,ActionAid Liberia,International NGO,Coordination,,,,,
Liberia,Montserrado,LBR11,,#N/A,,ActionAid Liberia,ActionAid Liberia,International NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,Lofa,LBR08,,#N/A,,ADC ,African Development Corps,International Organization,Coordination,,,,,
Liberia,Lofa,LBR08,,#N/A,,ADC ,African Development Corps,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Maryland,LBR10,,#N/A,,ADC ,African Development Corps,International Organization,Coordination,,,,,
Liberia,Maryland,LBR10,,#N/A,,ADC ,African Development Corps,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Nimba,LBR12,,#N/A,,ADC ,African Development Corps,International Organization,Coordination,,,,,
Liberia,Nimba,LBR12,,#N/A,,ADC ,African Development Corps,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Sinoe,LBR15,,#N/A,,AEL ,Association of Evangelicals of Liberia,National Organization,WASH in communities,,,,,
Liberia,Montserrado,LBR11,,#N/A,,AfDB,African Development Bank,Donors,Case Management,,,,,
Liberia,Montserrado,LBR11,,#N/A,,AfDB,African Development Bank,Donors,Coordination,,,,,
Liberia,Bong,LBR02,,#N/A,,Africare,Africare,International Organization,Case Management,,,,,
Liberia,Grand Bassa,LBR04,,#N/A,,Africare,Africare,International Organization,Coordination,,,,,
Liberia,Nimba,LBR12,,#N/A,,Africare,Africare,International Organization,Coordination,,,,,
Liberia,Bong,LBR02,,#N/A,,Africare,Africare,International Organization,Coordination,,,,,
Liberia,Bong,LBR02,,#N/A,,Africare,Africare,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Bong,LBR02,,#N/A,,Africare,Africare,International Organization,Surveillance/Contact Tracing,,,,,
Liberia,Grand Bassa,LBR04,,#N/A,,Africare,Africare,International Organization,Surveillance/Contact Tracing,,,,,
Liberia,Grand Kru,LBR07,,#N/A,,Africare,Africare,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Nimba,LBR12,,#N/A,,Africare,Africare,International Organization,Case Management,,,,,
Liberia,Nimba,LBR12,,#N/A,,Africare,Africare,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Nimba,LBR12,,#N/A,,Africare,Africare,International Organization,Surveillance/Contact Tracing,,,,,
Liberia,River Ghee,LBR13,,#N/A,,Africare,Africare,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Grand Bassa,LBR04,,#N/A,,Africare,Africare,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Maryland,LBR10,,#N/A,,Africare,Africare,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Maryland,LBR10,,#N/A,,AGPN,Adolescent Girls Protection Network,National NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,Lofa,LBR08,,#N/A,,AHA,African Humanitarian Action,International NGO,Coordination,,,,,
Liberia,Maryland,LBR10,,#N/A,,APA,Assistance for Providing Aid,National NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,Bong,LBR02,,#N/A,,BRAC,BRAC,National NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,Lofa,LBR08,,#N/A,,BRAC,BRAC,National NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,Montserrado,LBR11,,#N/A,,BRAC,BRAC,National NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,Grand Bassa,LBR04,,#N/A,,BWDA,Bassa Women Development Association,National NGO,Social Mobilisation/Education,,,,,
Liberia,Bong,LBR02,,#N/A,,CAFOD,Catholic Agency For Overseas Development,International NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,Lofa,LBR08,,#N/A,,CAFOD,Catholic Agency For Overseas Development,International NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,Nimba,LBR12,,#N/A,,CAFOD,Catholic Agency For Overseas Development,International NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,Maryland,LBR10,,#N/A,,Caritas Liberia ,Caritas Liberia ,National NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,Bomi,LBR01,,#N/A,,Carter Center,Carter Center,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Bong,LBR02,,#N/A,,Carter Center,Carter Center,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Gbarpolu,LBR03,,#N/A,,Carter Center,Carter Center,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Grand Bassa,LBR04,,#N/A,,Carter Center,Carter Center,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Grand Cape Mount,LBR05,,#N/A,,Carter Center,Carter Center,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Grand Gedeh,LBR06,,#N/A,,Carter Center,Carter Center,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Grand Kru,LBR07,,#N/A,,Carter Center,Carter Center,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Lofa,LBR08,,#N/A,,Carter Center,Carter Center,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Margibi,LBR09,,#N/A,,Carter Center,Carter Center,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Maryland,LBR10,,#N/A,,Carter Center,Carter Center,International Organization,Logistics,,,,,
Liberia,Maryland,LBR10,,#N/A,,Carter Center,Carter Center,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Montserrado,LBR11,,#N/A,,Carter Center,Carter Center,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Nimba,LBR12,,#N/A,,Carter Center,Carter Center,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,River Ghee,LBR13,,#N/A,,Carter Center,Carter Center,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Rivercess,LBR14,,#N/A,,Carter Center,Carter Center,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Sinoe,LBR15,,#N/A,,Carter Center,Carter Center,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Lofa,LBR08,,#N/A,,CDC,US Center for Disease Control,Goverment,Surveillance/Contact Tracing,,,,,
Liberia,Montserrado,LBR11,,#N/A,,CDC,US Center for Disease Control,Goverment,Surveillance/Contact Tracing,,,,,
Liberia,Montserrado,LBR11,,#N/A,,CDC,US Center for Disease Control,Goverment,Coordination,,,,,
Liberia,Montserrado,LBR11,,#N/A,,CDC,US Center for Disease Control,Goverment,Epi-Surveillance and Lab,,,,,
Liberia,Montserrado,LBR11,,#N/A,,CDC,US Center for Disease Control,Goverment,Health Promotion,,,,,
Liberia,Montserrado,LBR11,,#N/A,,CDC,US Center for Disease Control,Goverment,Social Mobilisation/Health Promotion,,,,,
Liberia,Lofa,LBR08,,#N/A,,ChildFund,ChildFund,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Grand Kru,LBR07,,#N/A,,CODES,CODES,National NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,Montserrado,LBR11,,#N/A,,CODES,CODES,National NGO,Social Mobilisation,,,,,
Liberia,River Ghee,LBR13,,#N/A,,CODES,CODES,National NGO,Social Mobilisation,,,,,
Liberia,Grand Cape Mount,LBR05,,#N/A,,CODES,CODES,National NGO,Social Mobilisation,,,,,
Liberia,Grand Bassa,LBR04,,#N/A,,Concern Worldwide,Concern Worldwide,International Organization,Case Management,,,,,
Liberia,Grand Bassa,LBR04,,#N/A,,Concern Worldwide,Concern Worldwide,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Lofa,LBR08,,#N/A,,Concern Worldwide,Concern Worldwide,International Organization,Case Management,,,,,
Liberia,Lofa,LBR08,,#N/A,,Concern Worldwide,Concern Worldwide,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Montserrado,LBR11,,#N/A,,Concern Worldwide,Concern Worldwide,International Organization,Case Management,,,,,
Liberia,Montserrado,LBR11,,#N/A,,Concern Worldwide,Concern Worldwide,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Grand Bassa,LBR04,,#N/A,,Concern Worldwide,Concern Worldwide,International Organization,Dead body management,,,,,
Liberia,Grand Bassa,LBR04,,#N/A,,Concern Worldwide,Concern Worldwide,International Organization,WASH in health facility EVD,,,,,
Liberia,Grand Bassa,LBR04,,#N/A,,Concern Worldwide,Concern Worldwide,International Organization,WASH in communities,,,,,
Liberia,Montserrado,LBR11,,#N/A,,Concern Worldwide,Concern Worldwide,International Organization,Dead body management,,,,,
Liberia,Montserrado,LBR11,,#N/A,,Concern Worldwide,Concern Worldwide,International Organization,WASH in health facility EVD,,,,,
Liberia,Montserrado,LBR11,,#N/A,,Concern Worldwide,Concern Worldwide,International Organization,WASH in communities,,,,,
Liberia,Lofa,LBR08,,#N/A,,Concern Worldwide,Concern Worldwide,International Organization,Dead body management,,,,,
Liberia,Lofa,LBR08,,#N/A,,Concern Worldwide,Concern Worldwide,International Organization,WASH in health facility EVD,,,,,
Liberia,Lofa,LBR08,,#N/A,,Concern Worldwide,Concern Worldwide,International Organization,WASH in communities,,,,,
Liberia,Grand Bassa,LBR04,,#N/A,,Conservation International,Conservation International,International Organization,Coordination,,,,,
Liberia,Grand Bassa,LBR04,,#N/A,,Conservation International,Conservation International,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Nimba,LBR12,,#N/A,,Conservation International,Conservation International,International Organization,Coordination,,,,,
Liberia,Nimba,LBR12,,#N/A,,Conservation International,Conservation International,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Nimba,LBR12,,#N/A,,Conservation International,Conservation International,International Organization,Case Management,,,,,
Liberia,Bong,LBR02,,#N/A,,CRG,Croix-Rouge Guinée,Red Cross Movement,Social Mobilisation/Health Promotion,,,,,
Liberia,Bomi,LBR01,,#N/A,,CRS,Catholic Relief Services,International NGO,Logistics,,,,,
Liberia,Grand Bassa,LBR04,,#N/A,,CRS,Catholic Relief Services,International NGO,Logistics,,,,,
Liberia,Grand Bassa,LBR04,,#N/A,,CSC,China Steel Corporation,Private,Social Mobilisation/Health Promotion,,,,,
Liberia,Rivercess,LBR14,,#N/A,,DDC,District Development Council,National Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Grand Bassa,LBR04,,#N/A,,DRC,Danish Refugee Council,International NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,Grand Bassa,LBR04,,#N/A,,DRC,Danish Refugee Council,International NGO,Community care,,,,,
Liberia,Maryland,LBR10,,#N/A,,DRC,Danish Refugee Council,International NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,Montserrado,LBR11,,#N/A,,DRC,Danish Refugee Council,International NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,Montserrado,LBR11,,#N/A,,DRC,Danish Refugee Council,International NGO,Community care,,,,,
Liberia,Montserrado,LBR11,,#N/A,,DRC,Danish Refugee Council,International NGO,Case Management,,,,,
Liberia,Nimba,LBR12,,#N/A,,DRC,Danish Refugee Council,International NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,Nimba,LBR12,,#N/A,,DRC,Danish Refugee Council,International NGO,Community care,,,,,
Liberia,River Ghee,LBR13,,#N/A,,DRC,Danish Refugee Council,International NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,River Ghee,LBR13,,#N/A,,DRC,Danish Refugee Council,International NGO,Community care,,,,,
Liberia,Gbarpolu,LBR03,,#N/A,,ECREP,ECREP,National NGO,Social Mobilisation,,,,,
Liberia,Gbarpolu,LBR03,,#N/A,,ECREP,ECREP,National NGO,WASH in communities,,,,,
Liberia,Bomi,LBR01,,#N/A,,ECREP,ECREP,National NGO,Social Mobilisation,,,,,
Liberia,Bomi,LBR01,,#N/A,,ECREP,ECREP,National NGO,WASH in communities,,,,,
Liberia,Montserrado,LBR11,,#N/A,,ELWA,Eternal Love Winning Africa,National NGO,Case Management,,,,,
Liberia,Montserrado,LBR11,,#N/A,,EQUIP Liberia,EQUIP Liberia,National NGO,Social Mobilisation,,,,,
Liberia,Nimba,LBR12,,#N/A,,EQUIP Liberia,EQUIP Liberia,National NGO,Social Mobilisation,,,,,
Liberia,Montserrado,LBR11,,#N/A,,EU,European Union,Donors,Coordination,,,,,
Liberia,Nimba,LBR12,,#N/A,,FAAL,Foundation for All Ages,National NGO,Social Mobilisation,,,,,
Liberia,Grand Cape Mount,LBR05,,#N/A,,FAAL,Foundation for All Ages,National NGO,Social Mobilisation,,,,,
Liberia,Montserrado,LBR11,,#N/A,,FAO,Food and Agriculture Organization,UN Agency,Coordination,,,,,
Liberia,Montserrado,LBR11,,#N/A,,FCA,Finnish Church Aid,International NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,Grand Bassa,LBR04,,#N/A,,FED,Food and Enterprise Development program,Private,Social Mobilisation/Education,,,,,
Liberia,Sinoe,LBR15,,#N/A,,FOCUS,unknown,Other,Protection,,,,,
Liberia,Sinoe,LBR15,,#N/A,,GAA,German Agro Action,International NGO,other,,,,,
Liberia,Grand Kru,LBR07,,#N/A,,GAA (Welthungerhilfe),German Agro Action (aka Welthungerhilfe),International NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,Grand Kru,LBR07,,#N/A,,GAA (Welthungerhilfe),German Agro Action (aka Welthungerhilfe),International NGO,Community care,,,,,
Liberia,Bomi,LBR01,,#N/A,,Global Communities,Global Communities,International Organization,Dead body management,,,,,
Liberia,Bong,LBR02,,#N/A,,Global Communities,Global Communities,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Bong,LBR02,,#N/A,,Global Communities,Global Communities,International Organization,Surveillance/Contact Tracing,,,,,
Liberia,Bong,LBR02,,#N/A,,Global Communities,Global Communities,International Organization,Dead body management,,,,,
Liberia,Grand Bassa,LBR04,,#N/A,,Global Communities,Global Communities,International Organization,Dead body management,,,,,
Liberia,Lofa,LBR08,,#N/A,,Global Communities,Global Communities,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Lofa,LBR08,,#N/A,,Global Communities,Global Communities,International Organization,Dead body management,,,,,
Liberia,Margibi,LBR09,,#N/A,,Global Communities,Global Communities,International Organization,Dead body management,,,,,
Liberia,Maryland,LBR10,,#N/A,,Global Communities,Global Communities,International Organization,Dead body management,,,,,
Liberia,Montserrado,LBR11,,#N/A,,Global Communities,Global Communities,International Organization,Dead body management,,,,,
Liberia,Nimba,LBR12,,#N/A,,Global Communities,Global Communities,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Nimba,LBR12,,#N/A,,Global Communities,Global Communities,International Organization,Dead body management,,,,,
Liberia,River Ghee,LBR13,,#N/A,,Global Communities,Global Communities,International Organization,Dead body management,,,,,
Liberia,River Ghee,LBR13,,#N/A,,Global Communities,Global Communities,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Rivercess,LBR14,,#N/A,,Global Communities,Global Communities,International Organization,Dead body management,,,,,
Liberia,Rivercess,LBR14,,#N/A,,Global Communities,Global Communities,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Sinoe,LBR15,,#N/A,,Global Communities,Global Communities,International Organization,Dead body management,,,,,
Liberia,Sinoe,LBR15,,#N/A,,Global Communities,Global Communities,International Organization,Infection prevention and control,,,,,
Liberia,Sinoe,LBR15,,#N/A,,Global Communities,Global Communities,International Organization,Social Mobilisation/Health Promotion,,,,,
Liberia,Bong,LBR02,,#N/A,,Global Communities,Global Communities,International Organization,WASH in communities,,,,,
Liberia,Lofa,LBR08,,#N/A,,Global Communities,Global Communities,International Organization,WASH in communities,,,,,
Liberia,Nimba,LBR12,,#N/A,,Global Communities,Global Communities,International Organization,WASH in communities,,,,,
Liberia,Grand Bassa,LBR04,,#N/A,,GRASS ,Grassroots Agency For Social Services ,National NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,Grand Kru,LBR07,,#N/A,,GRAWODA,GRAWODA,National NGO,Other,,,,,
Liberia,Maryland,LBR10,,#N/A,,Group of 77 ,Disabled Home and the National Commission on Disabilities (NCD),National NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,Grand Gedeh,LBR06,,#N/A,,IBIS,IBIS,International NGO,Social Mobilisation/Education,,,,,
Liberia,Grand Gedeh,LBR06,,#N/A,,IBIS,IBIS,International NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,River Ghee,LBR13,,#N/A,,IBIS,IBIS,International NGO,Social Mobilisation/Education,,,,,
Liberia,River Ghee,LBR13,,#N/A,,IBIS,IBIS,International NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,Sinoe,LBR15,,#N/A,,IBIS,IBIS,International NGO,Social Mobilisation/Education,,,,,
Liberia,Sinoe,LBR15,,#N/A,,IBIS,IBIS,International NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,Sinoe,LBR15,,#N/A,,ICRC,International Committee of the Red Cross,International NGO,Coordination,,,,,
Liberia,Sinoe,LBR15,,#N/A,,ICRC,International Committee of the Red Cross,International NGO,Social Mobilisation/Health Promotion,,,,,
Liberia,Sinoe,LBR15,,#N/A,,IFRC,International Federation Of Red Cross and Red Crescent Societies,Red Cross Movement,Coordination,,,,,
Liberia,Sinoe,LBR15,,#N/A,,IFRC,International Federation Of Red Cross and Red Crescent Societies,Red Cross Movement,Logistics,,,,,
Liberia,Lofa,LBR08,,#N/A,,iLab,iLab,National Organization,Epi-Surveillance and Lab,,,,,
Liberia,Montserrado,LBR11,,#N/A,,ilab,iLab,National Organization,Case Management,,,,,
